day,source,title_clean,sentiment_label,score_std,strength,url,news_signal
2026-01-05,El Comercio (Perú),¿Por qué Lima sigue siendo de las peores ciudades para moverse? Los planes del 2026 para mejorar el transporte en la capital,neg,-0.9663026004564017,-0.9366515978443856,https://elcomercio.pe/lima/transporte/por-que-lima-sigue-siendo-de-las-peores-ciudades-para-moverse-los-planes-del-2026-para-mejorar-el-transporte-en-la-capital-noticia/,down
2026-01-05,El Comercio (Perú),"Perú declarado en rebeldía por no pagar laudo de US$ 91 millones por caso Chinchero, ¿cuáles serán las consecuencias para el país?",neg,-0.9371756091713905,-0.8824853545582454,https://elcomercio.pe/economia/peru/peru-declarado-en-rebeldia-por-no-pagar-laudo-de-us-91-millones-por-caso-chinchero-cuales-seran-las-consecuencias-para-el-pais-ciadi-kuntur-wasi-chinchero-noticia/,down
2026-01-05,CNBC – Economy,"Bessent says U.S. will finish the year with 3% GDP growth, sees 'very strong' holiday season",neg,-0.9337967466562986,-0.889424578927795,https://www.cnbc.com/2025/12/07/bessent-gdp-growth.html,down
2026-01-05,Gestión (Perú),Ernesto Álvarez: “No estamos conduciendo a Petroperú a una privatización”,neg,-0.9256842792965472,-0.8617773536012959,https://gestion.pe/peru/politica/ernesto-alvarez-descarta-privatizacion-de-petroperu-y-asegura-que-hoy-no-atrae-inversion-privada-noticia/,down
2026-01-05,Gestión (Perú),Feedback para iniciar el año: Así manejan las conversaciones ‘difíciles’ los líderes de equipo,neg,-0.917046447750181,-0.8448459715420054,https://gestion.pe/g-de-gestion/lifestyle/feedback-anual-las-conversaciones-dificiles-asi-lo-manejan-los-ejecutivos-peruanos-noticia/,down
2026-01-05,Gestión (Perú),“Preocupante y condenable”: las primeras reacciones a los ataques de EE.UU. contra Venezuela,neg,-0.9040920305997133,-0.8295546790140178,https://gestion.pe/mundo/internacional/primeras-reacciones-a-los-ataques-de-eeuu-contra-venezuela-y-captura-de-maduro-noticia/,down
2026-01-05,El Comercio (Perú),"Buenas intenciones, propuestas peligrosas",neg,-0.9040373638272285,-0.8244881652268417,https://elcomercio.pe/economia/dia-1/buenas-intenciones-propuestas-peligrosas-por-arturo-vasquez-cordano-sistema-electrico-medidores-inteligentes-noticia/,down
2026-01-05,CNBC – Economy,Fed won't get key inflation data before next rate decision as BLS cancels October CPI release,neg,-0.8868141118437052,-0.7942026693632469,https://www.cnbc.com/2025/11/21/fed-wont-get-key-inflation-data-before-next-rate-decision-as-bls-cancels-october-cpi-release.html,down
2026-01-05,Gestión (Perú),Así recibe el 2026 la economía de EE.UU. con Donald Trump al mando,neg,-0.88185522146523,-0.7853856968146293,https://gestion.pe/mundo/eeuu/asi-recibe-el-2026-la-economia-de-eeuu-con-donald-trump-al-mando-noticia/,down
2026-01-05,El Comercio (Perú),"Resumen 2025: la victoria de “Chavín de Huántar”, el desgaste del modelo Tondero y más sobre un año complejo para el cine",neg,-0.8213244751095772,-0.6907536781280377,https://elcomercio.pe/luces/resumen-2025-la-victoria-de-chavin-de-huantar-el-desgaste-del-modelo-tondero-y-mas-sobre-un-ano-complejo-para-el-cine-ano-2025-nanito-noticia/,down
2026-01-05,El Comercio (Perú),Defensoría del Pueblo rechaza declaraciones del Premier por caso Petro-Perú: “Dichas expresiones resultan alejadas de la verdad”,neg,-0.8120619961991906,-0.6717148819600182,https://elcomercio.pe/economia/peru/defensoria-del-pueblo-rechaza-declaraciones-del-premier-por-caso-petro-peru-dichas-expresiones-resultan-alejadas-de-la-verdad-l-ultimas-noticia/,down
2026-01-05,El Comercio (Perú),Donald Trump anuncia que EE. UU. reparará la industria petrolera de Venezuela,neg,-0.7799393516033888,-0.6245159944614405,https://elcomercio.pe/economia/mundo/donald-trump-anuncia-que-ee-uu-reparara-la-industria-petrolera-de-venezuela-nicolas-maduro-noticia/,down
2026-01-05,Gestión (Perú),Caso Petroperú: Defensor del Pueblo dice que un Gobierno de transición no puede reformarla,neg,-0.7658916208893061,-0.5974990238150847,https://gestion.pe/peru/caso-petroperu-defensor-del-pueblo-dice-que-un-gobierno-de-transicion-no-puede-reformarla-noticia/,down
