mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,model_family
0.1686185836791992,0.020238011854515507,0.009319353103637695,0.0011682734428904197,8,sqrt,7,4,121,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 4, 'n_estimators': 121}",0.6171897546897547,0.8860479797979799,0.639407143328712,0.5175865800865801,0.7078754578754578,0.6736213831556969,0.12247481640158095,7,0.8475999774944569,0.7973358156802614,0.8454168411046888,0.8520571095426099,0.796984161693357,0.8278787811030748,0.025173203797483563,RandomForest
0.354471492767334,0.06260277257730468,0.016739940643310545,0.0005050204966468045,6,sqrt,7,3,260,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 3, 'n_estimators': 260}",0.6171897546897547,0.8711670274170275,0.6337091376307062,0.5,0.6895042457542457,0.6623140330983468,0.12129234665667397,18,0.8472350037759155,0.7868705532735134,0.8447608375949983,0.8480514590134167,0.8020308847982668,0.8257897476912222,0.02605598707306106,RandomForest
0.24935131072998046,0.02908769617783059,0.01383347511291504,0.002429601094722775,8,,3,9,166,"{'max_depth': 8, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 9, 'n_estimators': 166}",0.47095959595959597,0.7238476800976801,0.7365411821294174,0.5522359584859585,0.8046130952380952,0.6576395023821494,0.12503561843582542,24,0.9556078032245722,0.9545135430434422,0.9362076263170968,0.9517514317364824,0.9279315653935177,0.9452023939430223,0.011108981045422323,RandomForest
0.07669014930725097,0.02125588330850359,0.006324481964111328,0.0012135641175958177,5,,6,6,51,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 51}",0.5284992784992785,0.8543851981351982,0.6766153599486933,0.5208333333333333,0.7418650793650794,0.6644396498563164,0.12753416410658255,14,0.8932597461866478,0.8278636405833797,0.8775319551758611,0.8805150109750681,0.8353872438081531,0.8629115193458219,0.026193871357261513,RandomForest
0.3647792339324951,0.028079145920825332,0.01644296646118164,0.0015857795811834,9,log2,6,3,241,"{'max_depth': 9, 'max_features': 'log2', 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 241}",0.6060290404040404,0.8918650793650793,0.6823591531924866,0.4613854895104895,0.7038690476190477,0.6691015620182286,0.140094422587268,11,0.8696406825671064,0.8196365129371039,0.8755618015551703,0.8727778587132835,0.8255808873268268,0.8526395486198982,0.024663297767288952,RandomForest
0.1398306369781494,0.00959939270213892,0.008745145797729493,0.0004323007464539995,5,sqrt,1,5,107,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 107}",0.45542929292929296,0.8419642857142857,0.7107423440756775,0.5175137362637363,0.8726076007326008,0.6796514519431186,0.16799308936658272,3,0.985344544516371,0.9751603020803646,0.9767392411563018,0.9853218633477421,0.9678358109923282,0.9780803524186215,0.0066405401858658075,RandomForest
0.1236393928527832,0.006019616745296553,0.008722400665283203,0.0008217216554047494,7,sqrt,4,2,98,"{'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 98}",0.4654040404040404,0.8328754578754579,0.6902448858331212,0.4931089743589744,0.7644345238095238,0.6492135764562235,0.1461818826560165,29,0.937422813979224,0.8987257515387217,0.9240516508677696,0.9281281852296106,0.8706985989372359,0.9118054001105124,0.024221899902507928,RandomForest
0.37173752784729003,0.046849911334547543,0.018403387069702147,0.0035910092490579974,4,,7,3,269,"{'max_depth': 4, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 3, 'n_estimators': 269}",0.5973484848484849,0.8474587912087912,0.6162978996312329,0.5245310245310245,0.6977564102564103,0.6566785220951887,0.1101799556013588,25,0.8516337071363982,0.8117493355187684,0.8269959345504829,0.8515883564621325,0.8249390851223182,0.8333812837580201,0.0157774081684471,RandomForest
0.31445770263671874,0.05535165465745998,0.015999507904052735,0.0019052621121885816,5,,6,7,224,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 7, 'n_estimators': 224}",0.5771103896103896,0.8179268648018647,0.7136523969857304,0.5049603174603174,0.6974587912087912,0.6622217520134186,0.10964118307441413,19,0.8793382156880558,0.8330200959522369,0.8752415107322047,0.8788262722096225,0.8371155985133472,0.8607083386190932,0.021022849933064778,RandomForest
0.37374224662780764,0.010379300825937562,0.020221233367919922,0.001818462556725735,7,,4,8,293,"{'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 293}",0.47929292929292927,0.8474587912087912,0.6942418692418693,0.5502743783993784,0.7421130952380952,0.6626762126762127,0.13244984808443563,17,0.9480538877228184,0.9330704896922846,0.9340435341877269,0.9318334537305242,0.9123405442730151,0.9318683819212739,0.01139723310038425,RandomForest
0.17769079208374022,0.018113316191883194,0.011260175704956054,0.005387106963258163,9,sqrt,3,6,100,"{'max_depth': 9, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 100}",0.4438034188034188,0.7872023809523809,0.6880563336445691,0.5189026251526252,0.8726076007326008,0.6621144718571189,0.16049714727716552,20,0.9652341770191939,0.9539067560986523,0.9574914187714418,0.9614645841646573,0.9252721174058773,0.9526738106919647,0.01421705171581302,RandomForest
0.11121134757995606,0.020439930595838787,0.005940580368041992,0.0005902358953225429,8,sqrt,1,8,67,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 67}",0.4311237373737374,0.7101190476190475,0.6862325401541087,0.5256428212310564,0.7996909340659342,0.6305618160887768,0.13327924360375945,30,0.9859664065062406,0.9801104971826843,0.9817160960284164,0.9740361017350937,0.9700050191373235,0.9783668241179516,0.005668978910786978,RandomForest
0.41434283256530763,0.07240600062421615,0.019440460205078124,0.0018822633973057386,5,sqrt,4,7,291,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 291}",0.5737373737373738,0.843452380952381,0.6862325401541087,0.5213016150516151,0.7598575036075036,0.6769162827005963,0.1179509413627042,4,0.9321039007048819,0.8878679476671313,0.91133421597496,0.9256865568992866,0.8748864506024437,0.9063758143697406,0.021879424628359158,RandomForest
0.27036194801330565,0.052176228310732396,0.012679004669189453,0.0014831921318510877,3,sqrt,2,6,179,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 179}",0.4973484848484848,0.8895833333333333,0.7140103179318866,0.5270104895104895,0.8103174603174603,0.6876540171883307,0.15397334977969393,2,0.9100530855321736,0.8982814071067978,0.894742176232102,0.9141700829714292,0.8634754390144548,0.8961444381713914,0.01784472371630853,RandomForest
0.39305644035339354,0.053360323859404875,0.020939397811889648,0.006798887675022672,5,,4,8,221,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 221}",0.47095959595959597,0.8474587912087912,0.7136523969857302,0.5455395299145299,0.7421130952380952,0.6639446818613486,0.13676374483785225,15,0.9397050290384286,0.9293446552744042,0.9259777807138287,0.933481204891019,0.9048122097900289,0.9266641759415419,0.011846520719114025,RandomForest
0.22039508819580078,0.04684982729816746,0.010253238677978515,0.0009971659239968761,6,,3,7,130,"{'max_depth': 6, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 130}",0.4617327117327118,0.7030143467643468,0.7087634043516398,0.5611645299145299,0.8671130952380952,0.6603576176002648,0.13870952825438418,22,0.9644112658633766,0.961122281828322,0.9503738333627967,0.9676132474783281,0.9363449245141171,0.9559731106093882,0.011400235170686201,RandomForest
0.23856053352355958,0.005252212793308825,0.01275181770324707,0.00099726753132874,5,log2,4,3,183,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 183}",0.5737373737373738,0.843452380952381,0.7140103179318866,0.4968968531468531,0.7458714896214896,0.6747936830779968,0.12401243095599591,5,0.9319069695834792,0.8926082372152554,0.9099241974220842,0.9267032810866013,0.8749501068923233,0.9072185584399486,0.021218892503053956,RandomForest
0.37407727241516114,0.04930768533469042,0.021507692337036134,0.006558073408002323,7,log2,4,7,270,"{'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 270}",0.5612373737373737,0.8398674242424242,0.6862325401541087,0.5021051864801864,0.7720102813852814,0.6722905611998747,0.12610811124765892,8,0.9350723414049997,0.9029397675646131,0.9145360666821032,0.9276831937749557,0.8780117902654629,0.911648631938427,0.02010669567222021,RandomForest
0.2932274341583252,0.03138321637349963,0.015284585952758788,0.0017084548320833266,8,log2,2,5,211,"{'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 211}",0.43621031746031746,0.7593749999999999,0.7291337747220099,0.5305819180819181,0.8671130952380952,0.6644828211004681,0.1576585469709087,13,0.9952558729436854,0.9924683868762815,0.9855940742774383,0.9875945906204693,0.9696161009070821,0.9861058051249912,0.008928548409843225,RandomForest
0.20666346549987794,0.02855893411338389,0.013799190521240234,0.00714242090240087,3,log2,4,7,144,"{'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 144}",0.5229437229437229,0.8635912698412698,0.6862325401541087,0.45444104506604505,0.7388888888888889,0.6532194933788071,0.14776335052543144,26,0.8982684603329321,0.8619947588770276,0.8796018514326953,0.8943927380378965,0.8418374936138256,0.8752190604588753,0.021011067371919996,RandomForest
