news_id,sentiment_model,sentiment_label,p_pos,p_neu,p_neg
f189d252-fbab-4511-b40d-aa13a5ced553,ProsusAI/finbert,neu,0.08738720417022705,0.8842927813529968,0.028320036828517914
1b608b61-9b10-474a-b406-55e30ef465bd,ProsusAI/finbert,neg,0.18639113008975983,0.32144278287887573,0.49216610193252563
a745f9c0-5a1c-4c8d-9019-e2dcf9edaf19,ProsusAI/finbert,neg,0.01868523843586445,0.02883273735642433,0.9524819850921631
a08ea519-017a-4139-87d2-1bc0690f56d1,ProsusAI/finbert,neg,0.00875425897538662,0.0956774428486824,0.8955683708190918
f3af10ff-790c-49ee-9de2-6b56b95b1e68,pysentimiento/robertuito-sentiment-analysis,neu,0.41108182072639465,0.5259398221969604,0.0629783496260643
66bc7eb1-110c-481e-b03d-3f1ee784ffb5,pysentimiento/robertuito-sentiment-analysis,neg,0.07077451050281525,0.4534768760204315,0.47574862837791443
2ec5ebea-0319-4383-b920-fcbd7db05a94,pysentimiento/robertuito-sentiment-analysis,neu,0.2469833940267563,0.665095865726471,0.08792071789503098
aeec7c93-1600-4788-b736-62c1d06ff0ca,pysentimiento/robertuito-sentiment-analysis,neu,0.03826966881752014,0.7976689338684082,0.16406142711639404
cb0c7b07-ec2c-41f4-8473-146ef33becb3,pysentimiento/robertuito-sentiment-analysis,neu,0.27968984842300415,0.6704679727554321,0.04984219744801521
14148fe4-ed90-40df-991f-fcb13d1d6787,pysentimiento/robertuito-sentiment-analysis,neu,0.20230324566364288,0.734096884727478,0.06359989196062088
eb5ef5d8-b8d2-4ebe-854a-2727a31a78a4,pysentimiento/robertuito-sentiment-analysis,neu,0.4693654179573059,0.5183592438697815,0.012275291606783867
82f5dd13-86ef-4755-bea0-e39ae8e266c9,pysentimiento/robertuito-sentiment-analysis,pos,0.7116315960884094,0.26041480898857117,0.027953630313277245
dc21461e-c64d-4abc-a581-13f17548854b,pysentimiento/robertuito-sentiment-analysis,neg,0.013463540002703667,0.068980872631073,0.917555570602417
1143f63b-f8bd-4d96-ab99-b2279d4e56eb,pysentimiento/robertuito-sentiment-analysis,neu,0.17991890013217926,0.692362904548645,0.12771813571453094
7d842433-603c-4e12-bdf4-afea250e6309,pysentimiento/robertuito-sentiment-analysis,neu,0.09973534196615219,0.7056092619895935,0.1946553885936737
17637b91-d000-492b-8b5b-abe2bc8396e6,pysentimiento/robertuito-sentiment-analysis,neu,0.07365509122610092,0.8184747099876404,0.1078702062368393
2c567274-c1a9-4cd9-91b0-29c833773a2f,pysentimiento/robertuito-sentiment-analysis,neu,0.25276803970336914,0.7142298817634583,0.03300204128026962
e340a80b-dca7-4fd7-b83f-77ceb2335ba7,pysentimiento/robertuito-sentiment-analysis,neu,0.13227435946464539,0.828020453453064,0.03970517963171005
20a9de06-e9a6-4a78-b502-061ba1c8ba29,pysentimiento/robertuito-sentiment-analysis,pos,0.8971483707427979,0.09313679486513138,0.009714826941490173
8248f150-a38c-40ce-bf5b-833acd9f4dc4,pysentimiento/robertuito-sentiment-analysis,neu,0.35944288969039917,0.5996233224868774,0.040933795273303986
9fa114c2-46c1-45c8-b5fe-467ae4098585,pysentimiento/robertuito-sentiment-analysis,pos,0.5540184378623962,0.3872981071472168,0.058683495968580246
7d3f102f-c0f2-435b-8e9d-4970b5f5165f,pysentimiento/robertuito-sentiment-analysis,neu,0.11564605683088303,0.842283308506012,0.0420706681907177
b45c3d04-d0c1-4b00-a6b6-323ebf750bdc,pysentimiento/robertuito-sentiment-analysis,neu,0.09838226437568665,0.49873629212379456,0.4028814136981964
594c38bd-0ebf-45f9-b632-2fb2a95e20ea,pysentimiento/robertuito-sentiment-analysis,neu,0.16026315093040466,0.6901888847351074,0.14954793453216553
2307bd4f-3dc0-48ac-b5e5-d6743561f138,pysentimiento/robertuito-sentiment-analysis,neu,0.021242942661046982,0.6533793807029724,0.3253776729106903
86f3e069-7009-493c-aa2d-55b3907e6451,pysentimiento/robertuito-sentiment-analysis,neg,0.03514128550887108,0.3419959843158722,0.622862696647644
9a356ee3-c368-4707-ab08-28e958781d37,pysentimiento/robertuito-sentiment-analysis,neu,0.19639810919761658,0.7580134868621826,0.04558837413787842
5f54dbfc-da48-4c9f-b0b7-e2f0b525e9a5,pysentimiento/robertuito-sentiment-analysis,neg,0.019292647019028664,0.2586491107940674,0.7220582365989685
25c5fc0f-f40d-4aff-aa86-9fe07ab6baed,pysentimiento/robertuito-sentiment-analysis,neu,0.2037075012922287,0.6963507533073425,0.09994172304868698
3762a56e-5d36-4eda-8555-4e28fb97c1f8,pysentimiento/robertuito-sentiment-analysis,pos,0.689932644367218,0.28928571939468384,0.02078165113925934
294d51fd-acad-4cf1-8400-1724b61818a5,pysentimiento/robertuito-sentiment-analysis,neg,0.0142435934394598,0.20562124252319336,0.7801352143287659
90dcf162-fef3-49c3-890a-ee408d1ef159,pysentimiento/robertuito-sentiment-analysis,neu,0.347209095954895,0.6233189105987549,0.0294719859957695
004b86cd-8f24-44eb-aa16-4ec524382d56,pysentimiento/robertuito-sentiment-analysis,pos,0.7247804403305054,0.26172903180122375,0.013490542769432068
393be6ce-6877-4c48-b487-3620ce351fdb,pysentimiento/robertuito-sentiment-analysis,neu,0.09193048626184464,0.8100299835205078,0.09803953021764755
6ac60401-ea55-44da-81a7-f89e3e098259,pysentimiento/robertuito-sentiment-analysis,neu,0.09548326581716537,0.7952668070793152,0.10924991965293884
195f296d-38d3-4344-b237-6d779ac043d2,pysentimiento/robertuito-sentiment-analysis,neu,0.04936928674578667,0.7784453630447388,0.17218531668186188
3178b4a3-8025-4253-9503-4674753f8a4e,pysentimiento/robertuito-sentiment-analysis,neu,0.07118912786245346,0.8467726111412048,0.08203820884227753
7b809b16-27b9-485b-b4c3-12ed5c411664,pysentimiento/robertuito-sentiment-analysis,neu,0.07203062623739243,0.5655809044837952,0.3623884618282318
a14c6f2f-7695-41f1-8fbf-384b701952e1,pysentimiento/robertuito-sentiment-analysis,neg,0.015513419173657894,0.4216986298561096,0.5627879500389099
0a51b455-bd29-40e1-88f0-cf22d8783112,pysentimiento/robertuito-sentiment-analysis,neu,0.4083176255226135,0.5254560112953186,0.06622634083032608
a478e844-be9e-4065-bb1d-8ab61e26c98b,pysentimiento/robertuito-sentiment-analysis,neu,0.33030158281326294,0.6302902698516846,0.039408136159181595
f7f0a881-6ad4-4810-aeb6-33a783c96f9f,pysentimiento/robertuito-sentiment-analysis,pos,0.4598223865032196,0.4547443091869354,0.08543337136507034
